2026-08-09 19:50:32,635 INFO mulitaminer.pdf_reader: Extracted 375 pages from openvas_raesene_bwapp.pdf
2026-08-09 19:50:32,741 INFO mulitaminer.pipeline: Segmented 246 finding blocks
2026-08-09 19:50:32,937 INFO mulitaminer.chunking: Packed 246 blocks into 62 chunks
2026-08-09 19:51:53,122 WARNING mulitaminer.extraction: Chunk 0: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:09:10,498 WARNING mulitaminer.extraction: Chunk 16: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:10:26,100 WARNING mulitaminer.extraction: Chunk 17: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:11:30,984 WARNING mulitaminer.extraction: Chunk 18: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:12:44,170 WARNING mulitaminer.extraction: Chunk 19: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:13:44,655 WARNING mulitaminer.extraction: Chunk 20: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:14:54,688 WARNING mulitaminer.extraction: Chunk 21: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:15:58,301 WARNING mulitaminer.extraction: Chunk 22: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:17:04,196 WARNING mulitaminer.extraction: Chunk 23: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:18:06,116 WARNING mulitaminer.extraction: Chunk 24: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:19:15,940 WARNING mulitaminer.extraction: Chunk 25: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:20:17,937 WARNING mulitaminer.extraction: Chunk 26: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:21:23,795 WARNING mulitaminer.extraction: Chunk 27: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:22:31,501 WARNING mulitaminer.extraction: Chunk 28: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:23:34,580 WARNING mulitaminer.extraction: Chunk 29: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:24:41,379 WARNING mulitaminer.extraction: Chunk 30: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:25:51,001 WARNING mulitaminer.extraction: Chunk 31: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:26:57,131 WARNING mulitaminer.extraction: Chunk 32: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:27:49,681 WARNING mulitaminer.extraction: Chunk 33: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:28:44,721 WARNING mulitaminer.extraction: Chunk 34: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:29:40,131 WARNING mulitaminer.extraction: Chunk 35: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:30:38,500 WARNING mulitaminer.extraction: Chunk 36: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:31:33,643 WARNING mulitaminer.extraction: Chunk 37: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:32:30,099 WARNING mulitaminer.extraction: Chunk 38: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:33:22,683 WARNING mulitaminer.extraction: Chunk 39: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:34:14,961 WARNING mulitaminer.extraction: Chunk 40: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:35:00,873 WARNING mulitaminer.extraction: Chunk 41: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:36:01,330 WARNING mulitaminer.extraction: Chunk 42: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:36:55,586 WARNING mulitaminer.extraction: Chunk 43: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:37:49,343 WARNING mulitaminer.extraction: Chunk 44: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:38:45,543 WARNING mulitaminer.extraction: Chunk 45: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:39:45,765 WARNING mulitaminer.extraction: Chunk 46: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:40:41,393 WARNING mulitaminer.extraction: Chunk 47: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:41:43,858 WARNING mulitaminer.extraction: Chunk 48: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:42:45,335 WARNING mulitaminer.extraction: Chunk 49: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:43:42,951 WARNING mulitaminer.extraction: Chunk 50: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:44:47,390 WARNING mulitaminer.extraction: Chunk 51: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:45:49,134 WARNING mulitaminer.extraction: Chunk 52: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:46:46,111 WARNING mulitaminer.extraction: Chunk 53: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:47:43,068 WARNING mulitaminer.extraction: Chunk 54: invalid response (JSONDecodeError); its blocks go to retry
2026-08-09 20:48:36,838 WARNING mulitaminer.extraction: Chunk 55: invalid response (JSONDecodeError); its blocks go to retry
